pair_i,pair_j,a,b,c,d,e,f,g,jab_seed,jde_seed,entry_jab,entry_jde,twoJ,val
3,18,4,4,2,4,4,2,18,0,1,0,0,3,1.06066017177982
3,20,4,4,4,4,4,2,18,0,1,-1,-1,1,0.0
3,41,4,4,3,4,3,2,18,0,1,0,1,3,-0.433012701892219
3,41,4,4,3,4,3,2,18,0,1,0,2,3,0.75
3,42,4,4,3,4,5,2,18,0,1,0,0,3,0.53033008588991
3,42,4,4,3,4,5,2,18,0,1,0,1,3,-0.684653196881457
3,43,4,4,3,4,4,3,18,0,1,0,0,3,1.06066017177982
3,44,4,4,3,4,5,4,18,0,1,-1,-1,1,0.0
3,57,4,4,5,4,3,2,18,0,1,0,1,1,0.968245836551854
3,57,4,4,5,4,3,2,18,0,1,0,2,1,0.75
3,58,4,4,5,4,5,2,18,0,1,0,1,1,-1.22474487139159
3,59,4,4,5,4,4,3,18,0,1,-1,-1,1,0.0
3,60,4,4,5,4,5,4,18,0,1,0,0,1,1.06066017177982
3,60,4,4,5,4,5,4,18,0,1,0,1,1,1.83711730708738
3,72,4,4,2,4,2,2,18,0,2,0,1,3,-1.36930639376292
3,72,4,4,2,4,2,2,18,0,2,0,2,3,-0.790569415042095
3,99,4,4,3,4,3,2,18,0,2,0,1,3,-0.968245836551854
3,99,4,4,3,4,3,2,18,0,2,0,2,3,-0.559016994374947
4,4,2,3,2,2,3,2,17,0,0,0,0,3,-0.140625
4,4,2,3,2,2,3,2,17,0,0,0,1,3,-0.0811898816047911
4,4,2,3,2,2,3,2,17,0,0,0,2,3,0.104815686445303
4,4,2,3,2,2,3,2,17,0,0,0,3,3,-0.124019592706153
4,4,2,3,2,2,3,2,17,0,0,1,0,3,-0.0811898816047911
4,4,2,3,2,2,3,2,17,0,0,1,1,3,-0.046875
4,4,2,3,2,2,3,2,17,0,0,1,2,3,0.0605153647844909
4,4,2,3,2,2,3,2,17,0,0,1,3,3,-0.071602745233685
4,4,2,3,2,2,3,2,17,0,0,2,0,3,0.104815686445303
4,4,2,3,2,2,3,2,17,0,0,2,1,3,0.0605153647844909
4,4,2,3,2,2,3,2,17,0,0,2,2,3,-0.078125
4,4,2,3,2,2,3,2,17,0,0,2,3,3,0.0924387466109315
4,4,2,3,2,2,3,2,17,0,0,3,0,3,-0.124019592706153
4,4,2,3,2,2,3,2,17,0,0,3,1,3,-0.071602745233685
4,4,2,3,2,2,3,2,17,0,0,3,2,3,0.0924387466109315
4,4,2,3,2,2,3,2,17,0,0,3,3,3,-0.109375
4,12,2,3,3,2,3,3,17,0,0,0,0,3,0.0662912607362388
4,12,2,3,3,2,3,3,17,0,0,0,1,3,-0.114819831692961
4,12,2,3,3,2,3,3,17,0,0,0,2,3,0.148231765320393
4,12,2,3,3,2,3,3,17,0,0,0,3,3,-0.175390190005029
4,12,2,3,3,2,3,3,17,0,0,1,0,3,-0.0382732772309871
4,12,2,3,3,2,3,3,17,0,0,1,1,3,0.0662912607362388
4,12,2,3,3,2,3,3,17,0,0,1,2,3,-0.0855816496101822
4,12,2,3,3,2,3,3,17,0,0,1,3,3,0.101261573412623
4,12,2,3,3,2,3,3,17,0,0,2,0,3,-0.0494105884401309
4,12,2,3,3,2,3,3,17,0,0,2,1,3,0.0855816496101822
4,12,2,3,3,2,3,3,17,0,0,2,2,3,-0.110485434560398
4,12,2,3,3,2,3,3,17,0,0,2,3,3,0.130728129145949
4,12,2,3,3,2,3,3,17,0,0,3,0,3,-0.0584633966683428
4,12,2,3,3,2,3,3,17,0,0,3,1,3,0.101261573412623
4,12,2,3,3,2,3,3,17,0,0,3,2,3,-0.130728129145949
4,12,2,3,3,2,3,3,17,0,0,3,3,3,0.154679608384557
4,25,2,3,2,2,3,2,17,0,1,0,0,3,0.140625
4,25,2,3,2,2,3,2,17,0,1,0,1,3,0.146141786888624
4,25,2,3,2,2,3,2,17,0,1,0,2,3,0.0628894118671816
4,25,2,3,2,2,3,2,17,0,1,0,3,3,0.223235266871075
4,25,2,3,2,2,3,2,17,0,1,1,0,3,0.0811898816047911
4,25,2,3,2,2,3,2,17,0,1,1,1,3,0.084375
4,25,2,3,2,2,3,2,17,0,1,1,2,3,0.0363092188706945
4,25,2,3,2,2,3,2,17,0,1,1,3,3,0.128884941420633
4,25,2,3,2,2,3,2,17,0,1,2,0,3,-0.104815686445303
4,25,2,3,2,2,3,2,17,0,1,2,1,3,-0.108927656612084
4,25,2,3,2,2,3,2,17,0,1,2,2,3,-0.046875
4,25,2,3,2,2,3,2,17,0,1,2,3,3,-0.166389743899677
4,25,2,3,2,2,3,2,17,0,1,3,0,3,0.124019592706153
4,25,2,3,2,2,3,2,17,0,1,3,1,3,0.128884941420633
4,25,2,3,2,2,3,2,17,0,1,3,2,3,0.0554632479665589
4,25,2,3,2,2,3,2,17,0,1,3,3,3,0.196875
4,26,2,3,2,2,5,2,17,0,1,0,1,3,0.487139289628747
4,26,2,3,2,2,5,2,17,0,1,0,2,3,-0.28125
4,26,2,3,2,2,5,2,17,0,1,1,1,3,0.28125
4,26,2,3,2,2,5,2,17,0,1,1,2,3,-0.162379763209582
4,26,2,3,2,2,5,2,17,0,1,2,1,3,-0.363092188706945
4,26,2,3,2,2,5,2,17,0,1,2,2,3,0.209631372890605
4,26,2,3,2,2,5,2,17,0,1,3,1,3,0.42961647140211
4,26,2,3,2,2,5,2,17,0,1,3,2,3,-0.248039185412305
4,27,2,3,2,2,4,3,17,0,1,0,1,3,0.162379763209582
4,27,2,3,2,2,4,3,17,0,1,0,2,3,-0.28125
4,27,2,3,2,2,4,3,17,0,1,1,1,3,0.0937499999999999
4,27,2,3,2,2,4,3,17,0,1,1,2,3,-0.162379763209582
4,27,2,3,2,2,4,3,17,0,1,2,1,3,-0.121030729568982
4,27,2,3,2,2,4,3,17,0,1,2,2,3,0.209631372890605
4,27,2,3,2,2,4,3,17,0,1,3,1,3,0.14320549046737
4,27,2,3,2,2,4,3,17,0,1,3,2,3,-0.248039185412305
4,28,2,3,2,2,5,4,17,0,1,0,1,3,0.256744948830546
4,28,2,3,2,2,5,4,17,0,1,0,2,3,0.198873782208716
4,28,2,3,2,2,5,4,17,0,1,1,1,3,0.148231765320393
4,28,2,3,2,2,5,4,17,0,1,1,2,3,0.114819831692961
4,28,2,3,2,2,5,4,17,0,1,2,1,3,-0.191366386154936
4,28,2,3,2,2,5,4,17,0,1,2,2,3,-0.148231765320393
4,28,2,3,2,2,5,4,17,0,1,3,1,3,0.22642776165921
4,28,2,3,2,2,5,4,17,0,1,3,2,3,0.175390190005028
4,45,2,3,4,2,3,2,17,0,1,0,1,1,-0.918558653543692
4,45,2,3,4,2,3,2,17,0,1,0,2,1,0.53033008588991
4,46,2,3,4,2,5,2,17,0,1,0,1,1,-0.459279326771846
4,46,2,3,4,2,5,2,17,0,1,0,2,1,-0.592927061281571
4,47,2,3,4,2,4,3,17,0,1,0,1,1,0.153093108923949
4,47,2,3,4,2,4,3,17,0,1,0,2,1,-0.592927061281571
4,48,2,3,4,2,5,4,17,0,1,0,1,1,0.612372435695794
4,62,2,3,3,2,5,3,17,0,1,0,1,3,0.162379763209582
4,62,2,3,3,2,5,3,17,0,1,0,2,3,-0.28125
4,62,2,3,3,2,5,3,17,0,1,1,1,3,-0.0937499999999999
4,62,2,3,3,2,5,3,17,0,1,1,2,3,0.162379763209582
4,62,2,3,3,2,5,3,17,0,1,2,1,3,-0.121030729568982
4,62,2,3,3,2,5,3,17,0,1,2,2,3,0.209631372890605
4,62,2,3,3,2,5,3,17,0,1,3,1,3,-0.14320549046737
4,62,2,3,3,2,5,3,17,0,1,3,2,3,0.248039185412305
4,64,2,3,5,2,5,3,17,0,1,0,1,1,0.153093108923949
4,64,2,3,5,2,5,3,17,0,1,0,2,1,-0.592927061281571
4,84,2,3,2,2,3,2,17,0,2,0,0,3,0.234375
4,84,2,3,2,2,3,2,17,0,2,0,1,3,-0.0811898816047911
4,84,2,3,2,2,3,2,17,0,2,0,2,3,-0.733709805117118
4,84,2,3,2,2,3,2,17,0,2,0,3,3,-0.124019592706153
4,84,2,3,2,2,3,2,17,0,2,1,0,3,0.135316469341318
4,84,2,3,2,2,3,2,17,0,2,1,1,3,-0.046875
4,84,2,3,2,2,3,2,17,0,2,1,2,3,-0.423607553491436
4,84,2,3,2,2,3,2,17,0,2,1,3,3,-0.071602745233685
4,84,2,3,2,2,3,2,17,0,2,2,0,3,-0.174692810742171
4,84,2,3,2,2,3,2,17,0,2,2,1,3,0.0605153647844909
4,84,2,3,2,2,3,2,17,0,2,2,2,3,0.546875
4,84,2,3,2,2,3,2,17,0,2,2,3,3,0.0924387466109315
4,84,2,3,2,2,3,2,17,0,2,3,0,3,0.206699321176921
4,84,2,3,2,2,3,2,17,0,2,3,1,3,-0.071602745233685
4,84,2,3,2,2,3,2,17,0,2,3,2,3,-0.64707122627652
4,84,2,3,2,2,3,2,17,0,2,3,3,3,-0.109375
4,85,2,3,2,2,5,2,17,0,2,0,1,3,0.363092188706945
4,85,2,3,2,2,5,2,17,0,2,0,2,3,-0.209631372890605
4,85,2,3,2,2,5,2,17,0,2,1,1,3,0.209631372890605
4,85,2,3,2,2,5,2,17,0,2,1,2,3,-0.121030729568982
4,85,2,3,2,2,5,2,17,0,2,2,1,3,-0.270632938682637
4,85,2,3,2,2,5,2,17,0,2,2,2,3,0.15625
4,85,2,3,2,2,5,2,17,0,2,3,1,3,0.320217211436237
4,85,2,3,2,2,5,2,17,0,2,3,2,3,-0.184877493221863
4,86,2,3,2,2,4,3,17,0,2,0,1,3,0.363092188706945
4,86,2,3,2,2,4,3,17,0,2,0,2,3,0.209631372890605
4,86,2,3,2,2,4,3,17,0,2,1,1,3,0.209631372890605
4,86,2,3,2,2,4,3,17,0,2,1,2,3,0.121030729568982
4,86,2,3,2,2,4,3,17,0,2,2,1,3,-0.270632938682637
4,86,2,3,2,2,4,3,17,0,2,2,2,3,-0.15625
4,86,2,3,2,2,4,3,17,0,2,3,1,3,0.320217211436237
4,86,2,3,2,2,4,3,17,0,2,3,2,3,0.184877493221863
4,105,2,3,4,2,3,2,17,0,2,0,1,1,-0.684653196881458
4,105,2,3,4,2,3,2,17,0,2,0,2,1,0.395284707521047
4,106,2,3,4,2,5,2,17,0,2,0,1,1,0.765465544619743
4,106,2,3,4,2,5,2,17,0,2,0,2,1,0.988211768802618
4,107,2,3,4,2,4,3,17,0,2,0,1,1,0.765465544619743
4,107,2,3,4,2,4,3,17,0,2,0,2,1,0.197642353760524
4,118,2,3,3,2,3,3,17,0,2,0,0,3,0.331456303681194
4,118,2,3,3,2,3,3,17,0,2,0,1,3,-0.114819831692961
4,118,2,3,3,2,3,3,17,0,2,0,2,3,-0.444695295961178
4,118,2,3,3,2,3,3,17,0,2,0,3,3,-0.175390190005029
4,118,2,3,3,2,3,3,17,0,2,1,0,3,-0.191366386154936
4,118,2,3,3,2,3,3,17,0,2,1,1,3,0.0662912607362388
4,118,2,3,3,2,3,3,17,0,2,1,2,3,0.256744948830547
4,118,2,3,3,2,3,3,17,0,2,1,3,3,0.101261573412623
4,118,2,3,3,2,3,3,17,0,2,2,0,3,-0.247052942200655
4,118,2,3,3,2,3,3,17,0,2,2,1,3,0.0855816496101822
4,118,2,3,3,2,3,3,17,0,2,2,2,3,0.331456303681194
4,118,2,3,3,2,3,3,17,0,2,2,3,3,0.130728129145949
4,118,2,3,3,2,3,3,17,0,2,3,0,3,-0.292316983341714
4,118,2,3,3,2,3,3,17,0,2,3,1,3,0.101261573412623
4,118,2,3,3,2,3,3,17,0,2,3,2,3,0.392184387437848
4,118,2,3,3,2,3,3,17,0,2,3,3,3,0.154679608384557
4,119,2,3,3,2,5,3,17,0,2,0,1,3,0.363092188706945
4,119,2,3,3,2,5,3,17,0,2,0,2,3,0.209631372890605
4,119,2,3,3,2,5,3,17,0,2,1,1,3,-0.209631372890605
4,119,2,3,3,2,5,3,17,0,2,1,2,3,-0.121030729568982
4,119,2,3,3,2,5,3,17,0,2,2,1,3,-0.270632938682637
4,119,2,3,3,2,5,3,17,0,2,2,2,3,-0.15625
4,119,2,3,3,2,5,3,17,0,2,3,1,3,-0.320217211436237
4,119,2,3,3,2,5,3,17,0,2,3,2,3,-0.184877493221863
4,124,2,3,5,2,3,3,17,0,2,0,1,1,-0.968245836551854
4,124,2,3,5,2,3,3,17,0,2,0,2,1,-0.559016994374947
4,125,2,3,5,2,5,3,17,0,2,0,1,1,0.765465544619743
4,125,2,3,5,2,5,3,17,0,2,0,2,1,0.197642353760524
4,128,2,3,2,2,3,2,17,0,3,0,0,3,0.328125
4,128,2,3,2,2,3,2,17,0,3,0,1,3,0.340997502740123
4,128,2,3,2,2,3,2,17,0,3,0,2,3,0.146741961023424
4,128,2,3,2,2,3,2,17,0,3,0,3,3,0.520882289365841
4,128,2,3,2,2,3,2,17,0,3,1,0,3,0.189443057077846
4,128,2,3,2,2,3,2,17,0,3,1,1,3,0.196875
4,128,2,3,2,2,3,2,17,0,3,1,2,3,0.0847215106982872
4,128,2,3,2,2,3,2,17,0,3,1,3,3,0.300731529981477
4,128,2,3,2,2,3,2,17,0,3,2,0,3,-0.244569935039039
4,128,2,3,2,2,3,2,17,0,3,2,1,3,-0.254164532094862
4,128,2,3,2,2,3,2,17,0,3,2,2,3,-0.109375
4,128,2,3,2,2,3,2,17,0,3,2,3,3,-0.388242735765912
4,128,2,3,2,2,3,2,17,0,3,3,0,3,0.289379049647689
4,128,2,3,2,2,3,2,17,0,3,3,1,3,0.300731529981477
4,128,2,3,2,2,3,2,17,0,3,3,2,3,0.129414245255304
4,128,2,3,2,2,3,2,17,0,3,3,3,3,0.459375
5,4,4,5,2,2,3,2,17,0,0,0,0,3,-0.1875
5,4,4,5,2,2,3,2,17,0,0,0,1,3,-0.108253175473055
5,4,4,5,2,2,3,2,17,0,0,0,2,3,0.139754248593737
5,4,4,5,2,2,3,2,17,0,0,0,3,3,-0.165359456941537
5,12,4,5,3,2,3,3,17,0,0,0,0,3,0.0883883476483184
5,12,4,5,3,2,3,3,17,0,0,0,1,3,-0.153093108923949
5,12,4,5,3,2,3,3,17,0,0,0,2,3,0.197642353760524
5,12,4,5,3,2,3,3,17,0,0,0,3,3,-0.233853586673371
5,25,4,5,2,2,3,2,17,0,1,0,0,3,0.1875
5,25,4,5,2,2,3,2,17,0,1,0,1,3,0.194855715851499
5,25,4,5,2,2,3,2,17,0,1,0,2,3,0.0838525491562421
5,25,4,5,2,2,3,2,17,0,1,0,3,3,0.297647022494766
